id_page,title,date,link,first_p
0,"Thực phẩm Sao Ta (FMC): Kế hoạch lãi trước thuế 250 tỷ đồng năm 2020; trích 1,9 tỷ đồng lì xì Tết cho công nhân",2020-06-09T17:38:00,/thuc-pham-sao-ta-fmc-ke-hoach-lai-truoc-thue-250-ty-dong-nam-2020-trich-19-ty-dong-li-xi-tet-cho-cong-nhan-20200609110849136.chn,Thực phẩm Sao Ta cũng trình Đại hội cổ đông thông qua phương án chia cổ tức năm 2019 tỷ lệ 25% thay cho mức 20% như kế hoạch.
0,"Sự cố giao dịch chứng khoán ngày 9/6: HoSE ra quyết định huỷ lệnh ATC, lấy giá khớp lệnh cuối cùng làm giá đóng cửa",2020-06-09T17:20:00,/hose-chinh-thuc-len-tieng-ve-su-co-giao-dich-phien-atc-ngay-09-06-20200609172008417.chn,HoSE sẽ thực hiện huỷ đợt giao dịch khớp lệnh định kỳ xác định giá đóng cửa ngày 9/6/2020 và lấy giá khớp lệnh cuối cùng trong ngày làm giá đóng cửa.
0,Tỷ trọng cổ phiếu Việt Nam trong rổ MSCI Frontier tăng mạnh sau kỳ cơ cấu tháng 5,2020-06-09T15:53:34,/ty-trong-co-phieu-viet-nam-trong-ro-msci-frontier-tang-manh-sau-ky-co-cau-thang-5-2020060915533248.chn,"Top 10 cổ phiếu lớn nhất danh mục MSCI Frontier Markets Index hiện có 3 cái tên đến từ Việt Nam, bao gồm VIC (3,64%), VNM (3,14%), VHM (2,87%)."
0,Bảng giá sàn HoSE gặp lỗi trong phiên giao dịch 9/6?,2020-06-09T15:34:47,/bang-gia-san-hose-gap-loi-trong-phien-giao-dich-9-6-20200609153444824.chn,Sở giao dịch chứng khoán thành phố Hồ Chí Minh đang tiến hành kiểm tra và sẽ có thông tin sớm nhất đến nhà đầu tư.
0,"Dòng tiền cuộn cuộn vào chứng khoán, có khả năng gặp lỗi bảng giá cuối phiên",2020-06-09T15:08:00,/dong-tien-tiep-tuc-cuon-cuon-do-vao-chung-khoan-vnindex-vung-moc-900-diem-20200609110022996.chn,"Chúng tôi nhận thấy làn sóng vực dậy những cổ phiếu ""trà đá"" đang rất mạnh mẽ. Nhóm VN30 chững lại sau thời gian tăng nóng."
0,"VCSC: “Dịch Covid-19 khiến PVD gia tăng chi phí, giảm hiệu suất hoạt động”",2020-06-09T11:12:15,/vcsc-dich-covid-19-khien-pvd-gia-tang-chi-phi-giam-hieu-suat-hoat-dong-2020060911121298.chn,"VCSC dự báo năm 2020, PVD sẽ đạt 4 triệu USD lợi nhuận ròng sau CĐTS, giảm so với con số 7 triệu USD trong báo cáo được công bố trước đó."
0,Một cổ phiếu tăng 81% trong 3 phiên,2020-06-09T10:55:04,/mot-co-phieu-tang-81-trong-3-phien-20200609105502886.chn,"Kết phiên 8/6, cổ phiếu VXT của CTCP Kho vận và Dịch vụ Thương mại (UPCoM: VXT) có giá 21.500 đồng/cp, tăng 13% so với tham chiếu, sau 2 phiên tăng trần trước đó. Riêng ngày 4/6,..."
0,"Đại diện Kusto: ""Chúng tôi không thâu tóm Coteccons""",2020-06-09T09:32:27,/dai-dien-kusto-chung-toi-khong-thau-tom-coteccons-20200608205936074.chn,"Nếu thâu tóm nghĩa là thay đổi người điều hành doanh nghiệp, vậy thì chúng ta phải tự hỏi ai là người có quyền thay đổi người điều hành doanh nghiệp? Đó là cổ đông, và đã là cổ..."
0,Lịch chốt quyền nhận cổ tức bằng tiền của 15 doanh nghiệp,2020-06-09T09:21:00,/lich-chot-quyen-nhan-co-tuc-bang-tien-cua-15-doanh-nghiep-2020060818212173.chn,"MBS, TMP, SAV, THT, VCA, HAP, BLI, EAD, THP, PAC, DCI, MVB, HPW, CMK, AG1 vừa công bố lịch chốt quyền nhận cổ tức bằng tiền."
0,"HAGL Agrico đặt kế hoạch lãi trước thuế 566 tỷ đồng năm 2020, nâng quy mô trồng chuối lên 15.000 ha",2020-06-09T08:57:13,/hagl-agrico-dat-ke-hoach-lai-truoc-thue-566-ty-dong-nam-2020-nang-quy-mo-trong-chuoi-len-15000-ha-20200609082245808.chn,HAGL Agrico đặt chỉ tiêu đạt 4.307 tỷ đồng doanh thu năm 2020.
